ID,Name,Email,Role,Allowed_Usage_Hours,Actual_Usage_Hours,Predicted_Maintenance_Cost
fd04a1f1,Elizabeth Collins,thomas49@example.com,Client,12.0,12.53,125.3
c8ee9ca9,Mackenzie Gonzalez,emora@example.com,Client,12.0,12.53,125.3
2f04fbf7,Joseph Wilson,wattsvictoria@example.org,Client,12.0,14.23,142.3
1c317c8a,James Brown,ramoshannah@example.com,Client,12.0,13.83,138.3
bb237ea4,Michael Schmidt,joneselizabeth@example.com,Client,12.0,15.0,150.0
b07760ba,Brandon Fields Jr.,delacruzmelissa@example.org,Client,12.0,12.15,121.5
f8110360,Kristen Rollins,sarahpatel@example.net,Client,12.0,14.45,144.5
79b703cc,Joanna Lee,paula66@example.net,Client,12.0,14.24,142.4
4bb217f2,Sean Mckee,timothy79@example.com,Client,12.0,13.41,134.1
34622467,Casey Evans,scott08@example.com,Client,12.0,12.79,127.9
53ef880a,Brian Johnson,hevans@example.com,Client,12.0,12.56,125.6
41ce3970,Ian Garza,troyriddle@example.com,Client,12.0,14.73,147.3
f4f49a5f,Shawn Wood,elizabeth49@example.net,Client,12.0,13.8,138.0
bdc3858e,James Brown,njackson@example.net,Client,12.0,14.27,142.7
42b47a52,Meghan Cochran,pmann@example.com,Client,12.0,14.72,147.2
5d202786,Stephanie Johnson,jonathan59@example.com,Client,12.0,14.61,146.1
fc0dc51b,Christopher Walker,katrinapatterson@example.org,Client,12.0,14.51,145.1
00a7cc85,Mark Porter,mturner@example.net,Client,12.0,13.34,133.4
27a5b1a8,Sharon Vega,popechristopher@example.com,Client,12.0,14.31,143.1
d34dfd63,Nicole Morgan,garysmith@example.com,Client,12.0,14.5,145.0
7fe6f0a7,Amy Perez DDS,ndawson@example.com,Client,12.0,12.16,121.6
f73c38ca,Amy Wells,apeterson@example.org,Client,12.0,13.28,132.8
8a43ad6f,Albert Gonzales,deborahcortez@example.net,Client,12.0,12.79,127.9
a1281fbd,Johnny Boone,dyu@example.com,Client,12.0,12.6,126.0
9e6db970,Latoya Wilson,alananderson@example.com,Client,12.0,13.13,131.3
4c3d494b,Margaret Mccarthy,marissanelson@example.net,Client,12.0,14.63,146.3
db1d900e,Suzanne Cummings,wagneroscar@example.net,Client,12.0,12.47,124.7
cc325538,Seth Smith,pbutler@example.net,Client,12.0,14.24,142.4
7295695c,Perry Joseph,danny71@example.org,Client,12.0,14.68,146.8
8290ccbd,Robert Meyer,dannystephens@example.org,Client,12.0,13.52,135.2
2831ec09,Gary Small,jwatts@example.net,Client,12.0,13.58,135.8
b1dbb2b6,David Harrison,meganfreeman@example.org,Client,12.0,13.49,134.9
d8524aa9,Ronald King,jennifer19@example.net,Client,12.0,13.05,130.5
f0232a07,Bill Phelps,sgolden@example.com,Client,12.0,14.43,144.3
a8dfae2c,Dustin Williamson,christopher48@example.com,Client,12.0,12.62,126.2
79c9dbbe,Blake Dunn,christopher07@example.net,Client,12.0,13.63,136.3
758f9b54,Cassandra Nguyen,sergiowalker@example.net,Client,12.0,13.57,135.7
167205cc,Christine Robertson,ubrown@example.net,Client,12.0,14.84,148.4
48bf54d5,Kevin Nunez,hollyavila@example.net,Client,12.0,13.45,134.5
e743a5da,Katie Kidd,samanthawells@example.org,Client,12.0,13.56,135.6
1ae86c8b,Dr. Katrina Martinez,valentinevincent@example.org,Client,12.0,12.17,121.7
44300ec6,Justin Ray,lindamiller@example.org,Client,12.0,13.47,134.7
0b11673c,Samuel Chapman,melissa14@example.com,Client,12.0,13.55,135.5
ff496685,Christopher Weiss,david37@example.org,Client,12.0,13.69,136.9
9c63ac57,Teresa Lewis,petersonemily@example.com,Client,12.0,12.9,129.0
304c0935,Kimberly Castillo,moniquehunt@example.com,Client,12.0,13.23,132.3
147694d4,Michael Rice,xschmidt@example.com,Client,12.0,13.07,130.7
8d7f41e5,John Fuentes,ulee@example.org,Client,12.0,12.34,123.4
d9fb1026,Dean Smith,madelinecollins@example.org,Client,12.0,13.57,135.7
197ac104,Wesley Sanchez,christine25@example.org,Client,12.0,13.71,137.1
226fa370,Stacy Ramirez,angela77@example.org,Client,12.0,12.94,129.4
a4537428,James Nichols,lloydsarah@example.com,Client,12.0,14.41,144.1
fdd0ea61,Kim Sullivan,suzannemcdonald@example.org,Client,12.0,12.99,129.9
4a21a925,Larry Villegas,kenneth01@example.net,Client,12.0,12.36,123.6
9d021921,Rebekah Lambert,campbellchristine@example.net,Client,12.0,12.84,128.4
9f3fa610,Charles Huber,patrick34@example.org,Client,12.0,14.37,143.7
19831881,Dawn Ayala,avargas@example.com,Client,12.0,12.43,124.3
a962f914,Leah Murray,bushmark@example.org,Client,12.0,12.2,122.0
9962baea,Johnny Burns,amber13@example.org,Client,12.0,12.41,124.1
4fd9cb14,Michelle Brown,sarahcowan@example.org,Client,12.0,13.4,134.0
dce4f099,Robin Lee,taylorstephen@example.com,Client,12.0,13.47,134.7
d9ba1ae8,Gregory Schwartz,hansenkayla@example.net,Client,12.0,13.91,139.1
e446e951,Bradley Taylor,sandersjesse@example.org,Client,12.0,13.81,138.1
010838ae,Daniel Wells,acostaerin@example.org,Client,12.0,12.43,124.3
5786df58,William Larson PhD,randall64@example.com,Client,12.0,13.43,134.3
00fe0535,Oscar Hall,bobbyschneider@example.net,Client,12.0,14.43,144.3
3ac591d5,Joann Carr,kelliwallace@example.net,Client,12.0,14.91,149.1
7ff62845,Brett Cole,larry99@example.com,Client,12.0,12.96,129.6
bfb43c85,Cynthia Miller,pachecotyler@example.com,Client,12.0,13.64,136.4
2a389c62,Christine Long,ybrown@example.net,Client,12.0,12.68,126.8
b1dee9b2,Steven Romero,mdyer@example.net,Client,12.0,13.04,130.4
46bcebe0,Laura Tate,ruizemma@example.net,Client,12.0,14.04,140.4
c7cfaa90,Michael Bishop,monroejohn@example.net,Client,12.0,14.53,145.3
68afb7eb,James Randall,brandondavis@example.net,Client,12.0,12.38,123.8
e7368704,Shawn Peck,cbrown@example.org,Client,12.0,14.15,141.5
77dfb738,Joseph Jacobs,angelsmith@example.com,Client,12.0,12.33,123.3
493576b4,Joy Watkins,bernard92@example.com,Client,12.0,13.3,133.0
7b2be98e,Christopher Davis,paulcoleman@example.org,Client,12.0,14.49,144.9
a3295a50,Robert Galloway,eromero@example.org,Client,12.0,12.74,127.4
03081a22,Kevin Randolph,kimberly45@example.com,Client,12.0,12.25,122.5
81c3de8c,Patrick Schmitt,lawrencerodriguez@example.org,Client,12.0,14.43,144.3
